2005 Jan 1,"91st Rose Bowl: #6 Texas beats #13 Michigan, 38-37"
2005 Jan 1,"34th Fiesta Bowl: #5 Utah beats #19 Pittsburgh, 35-7"
2005 Jan 3,"Craig Ferguson becomes the host of ""The Late Late Show"" on CBS"
2005 Jan 3,"71st Sugar Bowl: #3 Auburn beats #9 Virginia Tech, 16-13; first perfect season in school history"
2005 Jan 4,Adam Gilchrist of Australia becomes the most prolific century scoring wicket keeper in cricket history when he smashes 113 from just 120 balls in the 3rd Test against Pakistan in Sydney
2005 Jan 4,"College Football, 7th BCS National Championship, Pro Player Stadium, Miami Gardens: #1 Southern California beats #2 Oklahoma, 55-19, at 71st Orange Bowl (USC later vacates Championship)"
2005 Jan 5,"Eris, the largest known dwarf planet in the solar system, is discovered by the team of Michael E. Brown, Chad Trujillo, and David L. Rabinowitz using images originally taken on October 21, 2003, at the Palomar Observatory."
2005 Jan 6,Mississippi Civil Rights Workers Murders: Edgar Ray Killen is arrested as a suspect for the 1964 murders of three Civil Rights workers.
2005 Jan 8,"Hopman Cup Tennis, Perth: Dominik Hrbatý beats Guillermo Coria of Argentina 6-4, 6-1 for an unassailable 2-0 lead, and 2nd Slovakian title"
2005 Jan 9,"The signing of the Comprehensive Peace Agreement, commonly known as the Naivasha Agreement between the Government of Sudan and the Sudan People's Liberation Movement rebel group in Naivasha, Kenya."
2005 Jan 9,Elections are held to replace Yasser Arafat as head of the Palestine Liberation Organization. He is succeeded by Rawhi Fattouh.
2005 Jan 9,31st People's Choice Awards: Johnny Depp & Julia Roberts win (Motion Picture) and Matt LeBlanc & Marg Helgenberger win (TV)
2005 Jan 10," A mudslide occurs in La Conchita, California, killing 10 people, injuring many more and closing the Highway 101, the main coastal corridor between San Francisco and Los Angeles, for 10 days."
2005 Jan 10," 10th Critics' Choice Movie Awards: ""Sideways"" wins Best Film"
2005 Jan 12, Deep Impact (space mission) launches from Cape Canaveral on a Delta 2 rocket.
2005 Jan 14, Landing of the Huygens probe on Saturn's moon Titan
2005 Jan 15," ESA's SMART-1 lunar orbiter discovers elements such as calcium, aluminum, silicon, iron, and other surface elements on the moon."
2005 Jan 15, An intense solar flare blasts X-rays across the solar system
2005 Jan 16," 62nd Golden Globes: ""The Aviator"", Leonardo DiCaprio and Hilary Swank win"
2005 Jan 16," At 66 years old, Romanian university lecturer Adriana Illiescu becomes the oldest birth mother in the world"
2005 Jan 18," The world's largest commercial jet, the Airbus A380, is unveiled in France"
2005 Jan 21," In Belmopan, Belize, the unrest over the government's new taxes erupts into riots"
2005 Jan 23," ""Numbers"", starring Rob Morrow and David Krumholtz, debuts on CBS"
2005 Jan 23," AFC Championship, Heinz Field, Pittsburgh: New England Patriots beat Pittsburgh Steelers, 41-27"
2005 Jan 23," NFC Championship, Lincoln Financial Field, Philadelphia: Philadelphia Eagles beat Atlanta Falcons, 27-10"
2005 Jan 25, A stampede at the Mandher Devi temple in Mandhradevi in India kills at least 258
2005 Jan 26," Condoleezza Rice is sworn in as U.S. Secretary of State, the first African American woman to hold the post"
2005 Jan 26," Glendale train crash: Two trains derail killing 11 and injuring 200 in Glendale, California, near Los Angeles."
2005 Jan 29," The first direct commercial flights from the mainland China (from Guangzhou) to Taiwan since 1949 arrived in Taipei. Shortly afterwards, a China Airlines carrier landed in Beijing."
2005 Jan 29," Australian Open Women's Tennis: In an all-American final Serena Williams wins her 2nd Australian title; beats Lindsay Davenport 2-6, 6-3, 6-0"
2005 Jan 30," Australian Open Men's Tennis: Marat Safin of Russia wins his second and final Grand Slam title; beats local hero Lleyton Hewitt 1-6, 6-3, 6-4, 6-4"
2005 Jan 30," 21st Sundance Film Festival: ""Forty Shades of Blue"", directed by Ira Sachs, wins Grand Jury Prize Dramatic"
2005 Feb 1,Nepalese King Gyanendra exercises Coup d'état to capture the democracy becoming Chairman of the Councils of ministers.
2005 Feb 1,"Canada introduces the Civil Marriage Act, making Canada the fourth country to sanction same-sex marriage."
2005 Feb 1,"Arsenal’s English Premier League record 33-game unbeaten streak at home ends when the Gunners go down, 4-2 to Manchester United at Highbury"
2005 Feb 3,"51st National Film Awards (India): ""Shwaas"" wins the Golden Lotus"
2005 Feb 6,"Super Bowl XXXIX, Alltel Stadium, Jacksonville, FL: New England Patriots beat Philadelphia Eagles, 24-21; MVP: Deion Branch, New England, WR"
2005 Feb 6,"Tony Blair, now the longest-serving Labour PM, marks 2,838 days as British Prime Minister"
2005 Feb 7,"Britain's Ellen MacArthur becomes the fastest person to sail solo around the world taking 71 days, 14 hours, 18 minutes 33 seconds"
2005 Feb 8,"Leaders of both Palestine and Israel declare a truce in what many hope will be a ""new era of peace"""
2005 Feb 10," His Royal Highness Charles, Prince of Wales announces engagement to Camilla Parker Bowles"
2005 Feb 10," 55th Berlin International Film Festival: ""U-Carmen"" wins the Golden Bear"
2005 Feb 12," 58th British Film and Television Awards (BAFTAS): ""The Aviator"" Best Film, Mike Leigh Best Director"
2005 Feb 13," 47th Grammy Awards: Here We Go Again, Maroon 5 wins"
2005 Feb 13," NFL Pro Bowl, Aloha Stadium, Honolulu, HI: AFC beats NFC, 38-27; MVP: Peyton Manning, Indianapolis Colts, QB, HI"
2005 Feb 14," Lebanon's former Prime Minister, Rafik Hariri, is assassinated, prompting the country to fall into chaos."
2005 Feb 14," Seven people are killed and 151 wounded in a series of bombings by suspected Al-Qaeda-linked militants that hit the Philippines' Makati financial district in Metro Manila, Davao City, and General Santos City."
2005 Feb 15," YouTube, Internet site on which videos may be shared and viewed by others, is launched in the United States"
2005 Feb 16, 2004-05 NHL season is cancelled by Commissioner Gary Bettman; first time a North American professional sports league has called off a season due to labor dispute
2005 Feb 16, The Kyoto Protocol comes into force following its ratification by Russia.
2005 Feb 16," The UK version of ""The Apprentice"" with British business magnate Alan Sugar premieres on the BBC"
2005 Feb 20," Spain becomes the first country to vote in a referendum on ratification of the proposed Constitution of the European Union, passing it by a substantial margin, but on a low turnout."
2005 Feb 20," 54th NBA All-Star Game, Pepsi Center, Denver, CO: East beats West, 125-115; MVP: Allen Iverson, Philadelphia 76ers, G"
2005 Feb 20, 47th Daytona 500: Jeff Gordon able to hold off Kurt Busch and Dale Earnhardt Jr over 3 extra laps to win his third Daytona 500
2005 Feb 22," 19th Soap Opera Digest Awards - ""General Hospital"" wins"
2005 Feb 23," Slovakia Summit 2005 begins, marking the first occasion when a sitting American President visits Slovakia; George W. Bush and Vladimir Putin are in attendance."
2005 Feb 23," Vote of the controversial French law on colonialism, repealed start of 2006"
2005 Feb 26," Hosni Mubarak, President of Egypt, orders the constitution changed to allow multi-candidate presidential elections, asking Egyptian parliament to amend Article 76"
2005 Feb 26," 25th Golden Raspberry Awards: ""Catwoman"" wins"
2005 Feb 27," 77th Academy Awards: ""Million Dollar Baby"", Jamie Foxx & Hilary Swank win"
2005 Feb 28," Lebanon's pro-Syrian prime minister, Omar Karami, resigns amid large anti-Syria street demonstrations in Beirut."
2005 Feb 28," A suicide bombing at a police recruiting centre in Al Hillah, Iraq kills 127."
2005 Feb 28," 19th Soul Train Music Awards: Ice Cube, Usher & Ciara win"
2005 Mar 3,"Mayerthorpe Incident: James Roszko murders four Royal Canadian Mounted Police constables during a drug bust in Rochfort Bridge, Alberta, then commits suicide. Deadliest peace-time incident for the RCMP since 1885 North-West Rebellion."
2005 Mar 3,"Steve Fossett becomes the first person to fly an airplane around the world solo without any stops without refueling - a journey of 40,234 km/25,000 mi completed in 67 hours and 2 minutes."
2005 Mar 3,"50 Cent releases his album “The Massacre” (2005 Billboard Album of the Year, Grammy Award nomination for Best Rap Album 2006)"
2005 Mar 4,"The car of released Italian hostage Giuliana Sgrena is fired on by US soldiers in Iraq, causing the death of an Italian Secret Service Agent and injuring two passengers."
2005 Mar 4,United Nations warns that about 90 million Africans could be infected by HIV in the future without further action against the spread of the disease.
2005 Mar 5,The Burkinabé Party for Democracy and Socialism holds its first National Convention.
2005 Mar 7,Mass protest outside the National Assembly of Kuwait building for women's voting rights in Kuwait.
