2007 Jan 1,"Bulgaria and Romania officially join the European Union. Also, Bulgarian, Romanian, and Irish become official languages of the European Union, joining 20 other official languages."
2007 Jan 1,Slovenia officially adopts the Euro currency and becomes the thirteenth Eurozone country.
2007 Jan 1,Adam Air Flight 574 disappears over Indonesia with 102 people on board.
2007 Jan 1,"93rd Rose Bowl: #8 Southern California beats #3 Michigan, 32-18"
2007 Jan 1,"36th Fiesta Bowl: #9 Boise State beats #7 Oklahoma, 43-42 (OT)"
2007 Jan 2,"73rd Orange Bowl: #5 Louisville beats #15 Wake Forest, 24-13"
2007 Jan 3,High profile Miami Dolphins NFL head coach Nick Saban resigns after agreeing to return to college football and take head coaching job at Alabama
2007 Jan 3,National Express has its worst ever coach crash just outside Heathrow Airport.
2007 Jan 3,"73rd Sugar Bowl: #4 LSU beats #11 Notre Dame, 41-14"
2007 Jan 4,The 110th United States Congress convenes and elects Nancy Pelosi as the 1st female Speaker of the House
2007 Jan 5,Bill Cowher resigns as head coach of the Pittsburgh Steelers
2007 Jan 5,"Hopman Cup Tennis, Perth: Dmitry Tursunov beats Spaniard Tommy Robredo 6-4, 7-5 to give Russia an unassailable 2-0 lead, and first title"
2007 Jan 7,"Phil Jackson wins his 900th game as a head coach, becoming the fastest coach to reach 900 career wins"
2007 Jan 7,"Danish TV drama ""The Killing"" created by Søren Sveistrup and starring Sofie Gråbøl premieres on DR1"
2007 Jan 8,"9th BCS National Championship: #2 Florida beats #1 Ohio State, 41-14"
2007 Jan 9,Apple Inc CEO Steve Jobs announces the iPhone
2007 Jan 9,33rd People's Choice Awards: Johnny Depp & Jennifer Aniston win (Movie Star) and Patrick Dempsey & Eva Longoria win (TV)
2007 Jan 11," Author J. K. Rowling finishes the 7th and last Harry Potter novel in room 552 of the Balmoral Hotel, Edinburgh"
2007 Jan 12, Comet McNaught reaches perihelion becoming the brightest comet in more than 40 years.
2007 Jan 13, Two thirds of the Venus's southern hemisphere suddenly brightened as something triggered aerosols to form at a furious rate.
2007 Jan 14," Legendary Russian test pilot Marina Popovich is awarded the honorary title ""The Hero of the Nation"" by the Russian Federation"
2007 Jan 15," Barzan Ibrahim al-Tikriti, former Iraqi intelligence chief and half-brother of Saddam Hussein, and Awad Hamed al-Bandar, former chief judge of the Revolutionary Court, are executed by hanging in Iraq."
2007 Jan 15," 64th Golden Globes: Babel, Forest Whitaker, & Helen Mirren win"
2007 Jan 15," Chimamanda Ngozi Adichie’s novel about the Biafran War, ""Half of a Yellow Sun"", is published"
2007 Jan 17, Doomsday Clock set to five minutes to midnight in response to North Korea's 1st nuclear test
2007 Jan 18," Hurricane Kyrill: kills at least 44 in Western Europe: strongest British storm in 17 years kills 14 people, worst German storm since 1999 with 13 deaths and causes container Ship MSC Napoli to be destroyed off coast of Devon"
2007 Jan 19, Armenian Journalist Hrant Dink assassinated in front of his newspaper's office by 17 year old Turkish ultranationalist Ogün Samast.
2007 Jan 20," 12th Critics' Choice Movie Awards: ""The Departed"" wins Best Film"
2007 Jan 20," Utah coach Jerry Sloan passes Larry Brown for 4th on the NBA's all-time win list (1,010) after the Jazz beat the Chicago Bulls, 95-85 at the United Center"
2007 Jan 21, Awashima Marine Park in Japan catches a video tape of the rare frilled shark.
2007 Jan 21," AFC Championship, RCA Dome, Indianapolis: Indianapolis Colts beat New England Patriots, 38-34"
2007 Jan 21," NFC Championship, Soldier Field, Chicago: Chicago Bears beat New Orleans Saints, 39-14"
2007 Jan 22," The jury portion of the trial against Robert Pickton, accused of being Canada's worst serial killer, opens in New Westminster, British Columbia, Canada."
2007 Jan 24," 55th NHL All-Star Game, American Airlines Centre, Dallas, TX: West beats East, 12-9; MVP: Daniel Briere, Buffalo Sabres, C"
2007 Jan 27," Australian Open Women's Tennis: Serena Williams beats Maria Sharapova 6-1, 6-2; first time the tournament used Hawk-Eye system for official line-calls"
2007 Jan 28," Australian Open Men's Tennis: Swiss ace Roger Federer successfully defends his title beating Fernando González of Chile 7-6, 6-4, 6-4"
2007 Jan 28," 23rd Sundance Film Festival: ""Padre Nuestro"", directed by Christopher Zalla, wins Grand Jury Prize Dramatic"
2007 Jan 29, Ken Dryden's #29 jersey is retired by the Montreal Canadiens
2007 Jan 30," ""Lost Without U"" single released by Robin Thicke (Billboard Song of the Year 2007)"
2007 Jan 31," Suspects are arrested in Birmingham in the UK, accused of plotting the kidnap, holding and eventual beheading of a serving Muslim British soldier in Iraq"
2007 Feb 3,A Baghdad market bombing kills at least 135 people and injures a further 339.
2007 Feb 4,"Super Bowl XLI, Dolphin Stadium, Miami Gardens, Miami, FL: Indianapolis Colts beat Chicago Bears, 29-17; MVP: Peyton Manning, Indianapolis, QB"
2007 Feb 8,"57th Berlin International Film Festival: ""Tuya's Marriage"" wins the Golden Bear"
2007 Feb 10," NFL Pro Bowl, Aloha Stadium, Honolulu, HI: AFC beats NFC, 31-28; MVP: Carson Palmer, Cincinnati Bengals, QB"
2007 Feb 11, A national referendum in Portugal legalises non-therapeutic abortion when requested by the woman during the first 10 weeks of pregnancy.
2007 Feb 11," 49th Grammy Awards: Not Ready To Make Nice, Carrie Underwood wins"
2007 Feb 11," 60th British Film and Television Awards (BAFTAS): ""The Queen"" Best Film, Paul Greengrass Best Director"
2007 Feb 12," A gunman opens fire in a mall in Salt Lake City, killing 5 people in the Trolley Square shooting."
2007 Feb 12, Marty Schottenheimer is abruptly fired as head coach of the San Diego Chargers due to lack of playoff success and a strained relationship with ownership
2007 Feb 13, Taiwan opposition leader Ma Ying-jeou resigns as chairman of the Kuomintang party after being indicted by Taiwan High Prosecutors Office on charges of embezzlement when mayor of Taipei; Ma also announces his candidacy for 2008 presidential election.
2007 Feb 18," 56th NBA All-Star Game, Thomas & Mack Center, Paradise, NV: West beats East, 153-132; MVP: Kobe Bryant, LA Lakers, F"
2007 Feb 18, 49th Daytona 500: Kevin Harvick wins by 0.02s over Mark Martin in the closest finish since the first race at Daytona in 1959
2007 Feb 19, Three Salvadoran deputies to the Central American Parliament and their driver are murdered in Guatemala
2007 Feb 19, Blogging website Tumblr is founded by David Karp in New York
